                           WORDS	COUNTS
                 благотворительной:	1
                     благочестивые:	1
                         блаженном:	1
                           блестит:	1
                         ближайшей:	1
                         ближайшем:	1
                        ближайшему:	1
                         ближайших:	1
                            близка:	1
                           близкая:	1
                           близким:	1
                          близнеца:	1
                         близнецов:	1
                         близостью:	1
                      блокирование:	1
                      блокирования:	1
                       блокированы:	1
                     блокироваться:	1
                        блокировка:	1
                        блокировке:	1
                         блокируют:	1
                      блокирующими:	1
                          блуждаем:	1
                            блузку:	1
                        блюстителя:	1
                        бог-творец:	1
                       бога-творца:	1
                             богам:	1
                         богатство:	1
                           богатый:	1
                           богатым:	1
                              боги:	1
                            богиня:	1
                       богомольной:	1
                      богоподобные:	1
                     богоподобными:	1
                              богу:	1
                     бодрствующего:	1
                      бодрствующем:	1
                            боевую:	1
                           божеств:	1
                          божества:	1
                         божествам:	1
                      божественная:	1
                      божественное:	1
                    божественности:	1
                       божественны:	1
                      божественные:	1
                      божественных:	1
                          божество:	1
                               бои:	1
                            боится:	1
                             бокам:	1
                              боку:	1
                             болеё:	1
                           болевые:	1
                           болевых:	1
                        болезненна:	1
                        болезненно:	1
                       болезненный:	1
                       болезненным:	1
                       болезненных:	1
                           болезни:	1
                          болезнью:	1
                             болей:	1
                            болела:	1
                         больницах:	1
                          больнице:	1
                          больницы:	1
                        больничной:	1
                           больные:	1
                      большинством:	1
                          большому:	1
                           болячек:	1
                               бор:	1
                              бора:	1
                           бормоча:	1
                           бородой:	1
                          боролась:	1
                            борясь:	1
                            бостон:	1
                           ботинки:	1
                           боялась:	1
                            боялся:	1
                             боясь:	1
                            боятся:	1
                           бояться:	1
                              боях:	1
                               бра:	1
                             брака:	1
                             браке:	1
                             брате:	1
                         братством:	1
                             брать:	1
                          братьями:	1
                           бремени:	1
                            бродил:	1
                           бродили:	1
                            бродит:	1
                           бросила:	1
                          бросился:	1
                           бросить:	1
                           броской:	1
                        брошенного:	1
                            брызги:	1
                       буддистский:	1
                          буддисты:	1
                            будешь:	1
                           будущий:	1
                          будущими:	1
                           будущую:	1
                        буквальном:	1
                          булыжную:	1
                        бунтарским:	1
                       бунтовщиков:	1
                             бурно:	1
                            бурную:	1
                      буэнос-айрес:	1
                     бхагавад-гите:	1
                           бываете:	1
                            бывать:	1
                            бывшей:	1
                            бывший:	1
                           быстрей:	1
                           быстрое:	1
                           быстром:	1
                         бьющегося:	1
                              бюро:	1
                   бюрократические:	1
                       вавилонской:	1
                          вагончик:	1
                            важнее:	1
                         важнейшей:	1
                           важного:	1
                               вал:	1
                         вариантам:	1
                         вариантом:	1
                         вариациях:	1
                             введя:	1
                              ввел:	1
                        ввергаются:	1
                            вверху:	1
                           вверяют:	1
                             ввода:	1
                            вводил:	1
                             ввожу:	1
                            вглубь:	1
                             вдаль:	1
                          вдобавок:	1
                             вдовы:	1
                              вдох:	1
                      вдохновением:	1
                       вдохновения:	1
                       вдохновенно:	1
                     вдохновленный:	1
                       вдохновляют:	1
                     вдохновляющей:	1
                             вдоху:	1
                            вдыхая:	1
                               вед:	1
                          ведающей:	1
                           ведения:	1
                           ведущие:	1
                           ведущий:	1
                           ведущих:	1
                           ведущую:	1
                              ведя:	1
                          вежливой:	1
                               век:	1
                              веку:	1
                            велела:	1
                           великие:	1
                           великим:	1
                           великих:	1
                       великодушия:	1
                       великодушно:	1
                           великой:	1
                       великолепен:	1
                      великолепием:	1
                             велит:	1
                        величайший:	1
                    величественное:	1
                        велосипеде:	1
                       вельветовый:	1
                         веревками:	1
                             верил:	1
                            верите:	1
                       верификации:	1
                          вернется:	1
                         вернитесь:	1
                          верности:	1
                       вернувшейся:	1
                       вернувшихся:	1
                       вернувшуюся:	1
                            вернул:	1
                            верный:	1
                         верований:	1
                          вероники:	1
                        вероучения:	1
                         вероятнее:	1
                          вероятно:	1
                        вероятного:	1
                       вероятности:	1
                            версию:	1
                      вертикальный:	1
                      вертикальным:	1
                           верхней:	1
                           верхний:	1
                        верховного:	1
                         верховной:	1
                          верховье:	1
                           вершили:	1
                         вершинами:	1
                           вершине:	1
                               вес:	1
                            весами:	1
                           веселее:	1
                           веселый:	1
                         весеннего:	1
                          весенний:	1
                             весов:	1
                           весомый:	1
                         вестибюле:	1
                         ветеранам:	1
                             ветра:	1
                             ветру:	1
                             вечер:	1
                            вечном:	1
                            вечный:	1
                            вечным:	1
                             вешал:	1
                             вещах:	1
                         вжимается:	1
                       взад-вперед:	1
                          взаимная:	1
                          взаимной:	1
                          взаимном:	1
                         взаимному:	1
                    взаимодействии:	1
                    взаимодействию:	1
                   взаимодействует:	1
                  взаимодействуете:	1
                 взаимодействующие:	1
                   взаимосвязанные:	1
                       взаимосвязь:	1
                        взвешенном:	1
                        взвешивает:	1
                       взволнована:	1
                          взглядам:	1
                           взгляды:	1
                          взглянув:	1
                          вздохнув:	1
                         вздохнули:	1
                         вздрогнув:	1
                        вздумается:	1
                         вздутиями:	1
                    взлохмаченными:	1
                            взором:	1
                             взору:	1
                        взросления:	1
                          взрослое:	1
                         взрослыми:	1
                          взрослых:	1
                            взрыва:	1
                        взрываются:	1
                      взрывающийся:	1
                            взрыву:	1
                            взрывы:	1
                     взыскательный:	1
                             взяты:	1
                            взятых:	1
                           взяться:	1
                     вибрационного:	1
                      вибрационной:	1
                     вибрационному:	1
                      вибрационную:	1
                        вибрациями:	1
                         вибрирует:	1
                       вибрирующей:	1
                       вибрирующих:	1
                              вида:	1
                           видению:	1
                      видеокассету:	1
                           видимое:	1
                           видимой:	1
                           видимом:	1
                          видимыми:	1
                           видится:	1
                             видна:	1
                              виды:	1
                           видятся:	1
                      визуализацию:	1
                визуализированного:	1
                       визуального:	1
                        визуальное:	1
                        визуальные:	1
                        визуальный:	1
                        визуальным:	1
                        визуальных:	1
                              вики:	1
                              вила:	1
                              вина:	1
                              вине:	1
                         виноватым:	1
                           виновны:	1
                       виноградины:	1
                              вину:	1
                             виола:	1
                         виртуозно:	1
                            вирусы:	1
                            витает:	1
                      витиеватость:	1
                           включат:	1
                          включают:	1
                        включающая:	1
                        включающей:	1
                        включающие:	1
                       включающими:	1
                        включающую:	1
                           включая:	1
                          включены:	1
                          включить:	1
                           вкратце:	1
                              вкус:	1
                           владеет:	1
                            владел:	1
                        владельцем:	1
                         владеющие:	1
                            владея:	1
                           влажной:	1
                           влажным:	1
                           влажных:	1
                          властной:	1
                           властны:	1
                          властные:	1
                          властным:	1
                           властям:	1
                          влекущие:	1
                          влечении:	1
                          влечений:	1
                            влечет:	1
                       влиятельной:	1
                          влияющим:	1
                          влияющих:	1
                         вломилась:	1
                          влюбился:	1
                            вместо:	1
                          вмешался:	1
                         вмешаться:	1
                       вмешиваемся:	1
                       вмешивалась:	1
                        вмешивался:	1
                         вмятинами:	1
                           вмятины:	1
                        внезапного:	1
                       внезапность:	1
               внепространственным:	1
               внепространственных:	1
                              внес:	1
                            внесли:	1
                      внетелесного:	1
                          внешнего:	1
                          внешнему:	1
                           внешний:	1
                           внешним:	1
                         внешность:	1
                             внизу:	1
                      внимательной:	1
                       внимательны:	1
                      внимательные:	1
                      внимательным:	1
                           вносило:	1
                           вносить:	1
                         вноситься:	1
                             внося:	1
                            вносят:	1
                         внутренне:	1
                       внутреннему:	1
                        внутренним:	1
                       внутренними:	1
                    внутриутробный:	1
                          внушаете:	1
                            внушаю:	1
                          внушение:	1
                       внушительно:	1
                           вобрали:	1
                      вовлеченными:	1
                         вовлечься:	1
                              воде:	1
                          водиться:	1
                            водном:	1
                            водный:	1
                        водовороте:	1
                          водоемах:	1
                           водопад:	1
                           водород:	1
                         водородом:	1
                         водоросли:	1
                               вое:	1
                          военного:	1
                            вождем:	1
                             вождя:	1
                        возбудимым:	1
                        возбуждена:	1
                      возбуждением:	1
                        возвращаем:	1
                         возвращал:	1
                      возвращались:	1
                       возвращался:	1
                        возвращать:	1
                         возвращаю:	1
                    возвращающиеся:	1
                    возвращающуюся:	1
                        возвращены:	1
                       возвыситься:	1
                     возвышающиеся:	1
                        возвышение:	1
                       возвышением:	1
                        возвышения:	1
                       возвышенная:	1
                       возвышенное:	1
                       воздействия:	1
                   воздействующими:	1
                           воздуха:	1
                        воздушного:	1
                           возится:	1
                       возлагаются:	1
                         возложено:	1
                     возлюбленного:	1
                      возлюбленной:	1
                     возлюбленными:	1
                      возлюбленных:	1
                        возместить:	1
                         возможное:	1
                      возможностей:	1
                      возможностью:	1
                      возможностям:	1
                     возможностями:	1
                      возможностях:	1
                       возмущаемся:	1
                     вознаграждает:	1
                    вознаграждение:	1
                    вознаграждения:	1
                       вознесенным:	1
                       вознесенных:	1
                             возни:	1
                         возникать:	1
                       возникающие:	1
                          возникли:	1
                    возникновением:	1
                         возникшей:	1
                             возня:	1
                       возрастание:	1
                     возрастающего:	1
                      возрастающее:	1
                      возрастающей:	1
                      возрастающим:	1
                         возрастет:	1
                          возрасти:	1
                        возрастную:	1
                          возросло:	1
                         возросшая:	1
                          возьмите:	1
                           возьмут:	1
                             воина:	1
                            воинов:	1
                            воином:	1
                               вой:	1
                            войдет:	1
                             войдя:	1
                            вокзал:	1
                    волка-одиночки:	1
                              волн:	1
                           волнами:	1
                             волне:	1
                          волновой:	1
                          волновым:	1
                    волнообразного:	1
                     волнообразные:	1
                             волну:	1
                         волнующее:	1
                         волнующей:	1
                         волнующий:	1
                         волокнами:	1
                         волосяной:	1
                        волшебству:	1
                            вольно:	1
                              волю:	1
                     воображаемого:	1
                      воображаемой:	1
                      воображаемый:	1
                      воображаемых:	1
                       воображении:	1
                       воодушевлял:	1
                     воплощавшихся:	1
                       воплощаемся:	1
                      воплощаетесь:	1
                       воплощалась:	1
                        воплощался:	1
                    воплощающегося:	1
                        воплощении:	1
                       воплощенной:	1
                       воплощенный:	1
                           вопроса:	1
                          вопросам:	1
                          вопрошая:	1
                             ворот:	1
                         ворчливый:	1
                     восемнадцатом:	1
                       восклицаний:	1
                        воспалению:	1
                         воспитали:	1
                        воспитания:	1
                    воспитательную:	1
                       воспитателя:	1
                     воспитываются:	1
                      воспоминание:	1
                      воспоминании:	1
                      воспоминанию:	1
                     воспоминаниях:	1
                     восприимчивой:	1
                   восприимчивости:	1
                     восприимчивые:	1
                     восприимчивых:	1
                    воспринимаемый:	1
                      воспринимает:	1
                       воспринимал:	1
                      воспринимали:	1
                    воспринимаются:	1
                        восприняли:	1
                        воспринято:	1
                        восприятии:	1
                   воспроизведения:	1
                  воспроизведенном:	1
                  воспроизведенные:	1
                    воссоединились:	1
                     воссоединился:	1
                    воссоединяться:	1
                    воссоединяются:	1
                      воссоздавать:	1
                        воссоздает:	1
                       воссоздания:	1
                   восстановившись:	1
  восстановительно-оздоровительную:	1
                 восстановительный:	1
                   восстановленным:	1
                          восстать:	1
                           востока:	1
                           восторг:	1
                     восторженного:	1
                      восторженных:	1
                         восточном:	1
                         восточный:	1
                     восхитительно:	1
                    восхитительном:	1
                       восхищаемся:	1
                       восхищались:	1
                       восхищаться:	1
                        восхищаясь:	1
                       восхищением:	1
                        восхищения:	1
                       восходящего:	1
                        восходящей:	1
                       восхождения:	1
                          вошедшую:	1
                             вошла:	1
                           впадаем:	1
                           впадать:	1
                           впадают:	1
                          впадение:	1
                           впадины:	1
                            впасть:	1
                       впечатлении:	1
                     впечатлениями:	1
                   впечатлительные:	1
                       вписывается:	1
                          вплетены:	1
                          вплотную:	1
                         вплываете:	1
                           вплывем:	1
                        вполголоса:	1
                          впопыхах:	1
                      впоследствии:	1
                       впутываться:	1
                            врагов:	1
                         враждебно:	1
                      враждебности:	1
                          враждуют:	1
                       враждующими:	1
                        вражеского:	1
                         вразумить:	1
                            вратах:	1
                              врач:	1
                            врачей:	1
                             врачи:	1
                       вращающиеся:	1
                       вращающихся:	1
                         врезалась:	1
                         врезаться:	1
                            времен:	1
                         временами:	1
                        временного:	1
                         временное:	1
                         временном:	1
                         временным:	1
                         временных:	1
                          времечко:	1
                       врожденного:	1
                        врожденным:	1
                               всё:	1
                         всасывает:	1
                        всезнающая:	1
                       всезнающими:	1
                         вселенная:	1
                        вселенными:	1
                        вселенский:	1
                        вселенским:	1
                        вселенскую:	1
                           вселять:	1
                         всемирных:	1
                       всемогущего:	1
                     всемогущества:	1
                        всемогущих:	1
                      всестороннюю:	1
                        вскрикнула:	1
                          вскроете:	1
                         вскружило:	1
                           вскрыто:	1
                         всплеском:	1
                         всплывают:	1
                         всплывшее:	1
                         всплывший:	1
                            всплыл:	1
                           всплыть:	1
                        вспоминаем:	1
                        вспоминает:	1
                        вспоминала:	1
                         вспоминаю:	1
                      вспоминающих:	1
                          вспомнил:	1
                         вспомнили:	1
                   вспомогательных:	1
                         вспыхиваю:	1
                      вспыхнувшего:	1
                           вспышки:	1
                         вставками:	1
                            встать:	1
                        встревожен:	1
                    встревоженному:	1
                     встревоженные:	1
                     встревоженный:	1
                       встретившие:	1
                          встретил:	1
                       встретилась:	1
                       встретились:	1
                         встретило:	1
                        встретился:	1
                          встретит:	1
                         встретите:	1
                     встречавшиеся:	1
                     встречавшихся:	1
                       встречаемся:	1
                      встречаетесь:	1
                       встречается:	1
                         встречала:	1
                       встречалось:	1
                          встречаю:	1
                         встречают:	1
                      встречающими:	1
                     встречающуюся:	1
                          встречей:	1
                         встречены:	1
                         встречусь:	1
                       встряхивает:	1
                         вступаете:	1
                          вступало:	1
                           вступаю:	1
                          вступили:	1
                     вступительных:	1
                       вступлением:	1
                        вступлении:	1
                           вступлю:	1
                        всхлипывая:	1
                            всякая:	1
                            всякие:	1
                            всякий:	1
                            вторая:	1
                        вторгаться:	1
                        вторгаются:	1
                         вторжение:	1
                         вторжению:	1
                        вторичного:	1
                         вторичную:	1
                           второму:	1
                    второстепенным:	1
                            втроем:	1
                            втулке:	1
                            втулку:	1
                       втягиваемся:	1
                         втягивает:	1
                     вулканических:	1
                     вулканической:	1
                              вход:	1
                             входе:	1
                           входите:	1
                             входя:	1
                          входящих:	1
                          вцепился:	1
                             вчера:	1
                          въездами:	1
                        выбираемых:	1
                           выбирал:	1
                           выбираю:	1
                            выбита:	1
                           выборки:	1
                         выбравшей:	1
                         выбранную:	1
                         выбранные:	1
                           выбраны:	1
                          выбросив:	1
                         выбросило:	1
                        вывалилась:	1
                            выведя:	1
                           выводит:	1
                         выглядело:	1
                           выглядя:	1
                           выгодой:	1
                            выгоды:	1
                        выдаваемую:	1
                            выдает:	1
                            выдали:	1
                        выдающееся:	1
                       выдвинуться:	1
                          выделять:	1
                          выдержав:	1
                       выдержавшем:	1
                        выдерживая:	1
                           выдумки:	1
                        выдумывает:	1
                          выездами:	1
                         выживание:	1
                     выжидательную:	1
                           вызвала:	1
                         вызвались:	1
                           вызвало:	1
                         вызванные:	1
                             вызов:	1
                           вызовет:	1
                          вызывала:	1
                          вызывали:	1
                          вызывают:	1
                        вызывающий:	1
                           вызывая:	1
                         выиграешь:	1
                          выиграла:	1
                        выигрываем:	1
                             выйдя:	1
                           выкидыш:	1
                         вылупятся:	1
                           вымерли:	1
                          вымывает:	1
                      вынашивается:	1
                          вынесете:	1
                          выносили:	1
                        выносливый:	1
                        выносливым:	1
                            вынося:	1
                            выношу:	1
                         вынуждают:	1
                         вынуждена:	1
                       вынужденным:	1
                          выпалила:	1
                           выпасть:	1
                           выпивая:	1
                            выпить:	1
                         выплывает:	1
                            выплыл:	1
                       выполнением:	1
                          выполнил:	1
                         выполнила:	1
                         выполняют:	1
                         выправить:	1
                      выпрямляется:	1
                      выпрямляться:	1
                        выпуклости:	1
                        выработать:	1
                        выражается:	1
                          выражали:	1
                           выражаю:	1
                         выражений:	1
                       выражениями:	1
                       выраженными:	1
                          выразила:	1
                         выразился:	1
                   выразительность:	1
                      выразительны:	1
                     выразительным:	1
                         вырастаем:	1
                          вырезано:	1
                         выровнять:	1
                           выросла:	1
                        высвободил:	1
                      высвобождать:	1
                     высвобождение:	1
                          высказал:	1
                         высказали:	1
                        высказывал:	1
                       высказывали:	1
                     высказывались:	1
                     высказыванием:	1
                      высказывании:	1
                      высказываний:	1
                      высказыванию:	1
                    высказываниями:	1
                     высказываются:	1
                      высказываясь:	1
                         выслушали:	1
                             высок:	1
                           высокий:	1
                           высоким:	1
                           высоких:	1
           высококонцентрированной:	1
                          высокому:	1
                 высокопродвинутые:	1
                 высокопродвинутый:	1
                        выстраивал:	1
                        выстраиваю:	1
                        выстрелами:	1
                         выстрелив:	1
                       выстроенным:	1
                          выстроил:	1
                         выступать:	1
                      выступающего:	1
                       выступающие:	1
                          выступят:	1
                          вытащила:	1
                          вытереть:	1
                         вытеснило:	1
                           вытираю:	1
                        вытягивает:	1
                          выходила:	1
                           выходим:	1
                           выходом:	1
                            выходя:	1
                         выходящей:	1
                            выхожу:	1
                         вычислить:	1
                          вычисляя:	1
                       вышестоящих:	1
                    вышеупомянутых:	1
                             вышла:	1
                            выявил:	1
                         выявление:	1
                          выявляем:	1
                         выяснения:	1
                           выяснил:	1
                        выяснилось:	1
                          выясняем:	1
                           выясняю:	1
                             вэлэе:	1
                             вэлэи:	1
                          гавайцев:	1
                               газ:	1
                              газа:	1
                           газовой:	1
                               гак:	1
                         галактику:	1
                    галактического:	1
                     галактической:	1
                           галереи:	1
                           галерея:	1
                         галереями:	1
                          галереях:	1
                     галлюцинацией:	1
                      галлюцинации:	1
                     галлюцинируем:	1
                             гаммы:	1
                      гармонизируя:	1
                       гармоничном:	1
                      гармоничному:	1
                        где-нибудь:	1
                               геи:	1
                          гейского:	1
                             гелий:	1
                               ген:	1
                          генезисе:	1
                      генерального:	1
                       генеральном:	1
                       генеральную:	1
                      генетическая:	1
                      генетическим:	1
                     генетического:	1
                      генетическом:	1
                      генетическую:	1
                    географические:	1
                    географических:	1
                    географической:	1
                   географическому:	1
                     геологических:	1
                    геометрические:	1
                          германии:	1
                          германия:	1
                            героев:	1
                             герой:	1
                          гибкости:	1
                          гигантов:	1
                          гигантом:	1
                        гигантских:	1
                        гигантской:	1
                      гида-мастера:	1
                   гида-проводника:	1
                      гида-учителя:	1
                 гидам-наставникам:	1
             гидами-консультантами:	1
                    гидов-мастеров:	1
                 гидов-проводников:	1
                 гидом-проводником:	1
                  гидом-хранителем:	1
                   гиду-проводнику:	1
                 гиперпространство:	1
              гипнологу-посреднику:	1
              гипнотерапевтических:	1
              гипнотерапевтическую:	1
                   гипнотерапевтов:	1
                   гипнотерапевтом:	1
                      гипнотерапии:	1
                      гипнотизером:	1
                     гипнотическую:	1
                          гипотеза:	1
                   гипотетическими:	1
                    гипотетическое:	1
                          гитарист:	1
                    главенствующим:	1
                           главная:	1
                          главного:	1
                           главной:	1
                           главную:	1
                            гладко:	1
                           гладкой:	1
                           глазные:	1
                         глашатаем:	1
                         глинистых:	1
                             глины:	1
                       глобального:	1
                            глубже:	1
                            глубин:	1
                           глубины:	1
                          глубоком:	1
                          глубокую:	1
                            глупая:	1
                            глухие:	1
                            глухим:	1
                            гм-м-м:	1
                             гневу:	1
                           гнусные:	1
